nombre,ciudad,direccion,telefono,whatsapp,web,google_maps_url,estado
"FACEUP CLINICS","Ciudad de México","Av. Santa Fe 546-Local 1 A, Santa Fe, Cuajimalpa, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México","525517760040","525517760040","https://faceupclinics.com/","https://www.google.com/maps/place/FACEUP+CLINICS/data=!4m7!3m6!1s0x85d201b90ca9d1e9:0xaa452dd4e7892a40!8m2!3d19.3568031!4d-99.2742706!16s%2Fg%2F11x1_nqy1j!19sChIJ6dGpDLkB0oURQCqJ59QtRao?authuser=0&hl=es-419&rclk=1","PENDING"
"Dra. Jessica Vázquez - Medicina Estética","Ciudad de México","Carr. México - Toluca 5095, La Rosita, El Yaqui, Cuajimalpa de Morelos, 05320 Ciudad de México, CDMX, México","525587767490","525587767490","https://drajessicavazquez.com/","https://www.google.com/maps/place/Dra.+Jessica+V%C3%A1zquez+-+Medicina+Est%C3%A9tica/data=!4m7!3m6!1s0x85d1f9d875f61d73:0xab94ffa28e914844!8m2!3d19.3667161!4d-99.2716504!16s%2Fg%2F11tp4k_jgg!19sChIJcx32ddj50YURREiRjqL_lKs?authuser=0&hl=es-419&rclk=1","PENDING"
"Estética","Ciudad de México","Nivel Terraza, Av. Santa Fe 481, Lomas de Santa Fe, Contadero, Cuajimalpa de Morelos, 01219 Ciudad de México, CDMX, México","525552458839","525552458839","","https://www.google.com/maps/place/Est%C3%A9tica/data=!4m7!3m6!1s0x85d20129a8bffd4f:0xc6971a3b633f5343!8m2!3d19.3597536!4d-99.2711852!16s%2Fg%2F11ghfmw8dk!19sChIJT_2_qCkB0oURQ1M_Yzsal8Y?authuser=0&hl=es-419&rclk=1","PENDING"
"BGH, Clínica de Medicina Estética","Ciudad de México","Monte Athos 155-2C, Lomas - Virreyes, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, México","525566500001","525566500001","http://www.bghmed.com.mx/","https://www.google.com/maps/place/BGH,+Cl%C3%ADnica+de+Medicina+Est%C3%A9tica/data=!4m7!3m6!1s0x85d201f5e9fbe03f:0xd89d0ff20b1fb5a1!8m2!3d19.4209259!4d-99.2104018!16s%2Fg%2F11cncxyr9w!19sChIJP-D76fUB0oURobUfC_IPndg?authuser=0&hl=es-419&rclk=1","PENDING"
"Alta Especialidad Medica","Ciudad de México","Av. Paseo de las Palmas 755, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, México","525511974411","525511974411","https://altaespecialidadmedica.com/","https://www.google.com/maps/place/Alta+Especialidad+Medica/data=!4m7!3m6!1s0x85d20300413f1bef:0xc0b0fb1faf4daf52!8m2!3d19.4294995!4d-99.2157439!16s%2Fg%2F11mdvyf273!19sChIJ7xs_QQAD0oURUq9Nrx_7sMA?authuser=0&hl=es-419&rclk=1","PENDING"
"Dra. Stephanie Angeles - Medicina Estética y Antienvejecimiento","Ciudad de México","11000, Lomas de Chapultepec IV Sección CDMX MX, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, México","525565230463","525565230463","https://drastephangeles.com/?utm_source=gmb&utm_medium=listing&utm_campaign=gmb_traffic&utm_term=cdmx","https://www.google.com/maps/place/Dra.+Stephanie+Angeles+-+Medicina+Est%C3%A9tica+y+Antienvejecimiento/data=!4m7!3m6!1s0x85d201c8d82c3781:0x4e500ae273be829b!8m2!3d19.4223337!4d-99.2059006!16s%2Fg%2F11vf7f8x7j!19sChIJgTcs2MgB0oURm4K-c-IKUE4?authuser=0&hl=es-419&rclk=1","PENDING"
"U BEAUTY SITE","Ciudad de México","Av. P.º de la Reforma 412, Lomas - Virreyes, Lomas de Chapultepec, Miguel Hidalgo, 11910 Ciudad de México, CDMX, México","525544597427","525544597427","","https://www.google.com/maps/place/U+BEAUTY+SITE/data=!4m7!3m6!1s0x85d201c0e69ce59f:0x93d0d21c28754f5a!8m2!3d19.4251739!4d-99.2075349!16s%2Fg%2F11sg3c_dr6!19sChIJn-Wc5sAB0oURWk91KBzS0JM?authuser=0&hl=es-419&rclk=1","PENDING"
"Dra. Aimeé Castrillón | Medicina Estética en CDMX","Ciudad de México","Avenida Prado Norte 235-Int 10, Lomas - Virreyes, Lomas de Chapultepec III Secc, Miguel Hidalgo, 11000 Ciudad de México, CDMX, México","525544429394","525544429394","https://www.aimeecastrillon.com/","https://www.google.com/maps/place/Dra.+Aime%C3%A9+Castrill%C3%B3n+%7C+Medicina+Est%C3%A9tica+en+CDMX/data=!4m7!3m6!1s0x85d201103566efb9:0x77ec41f03a87536c!8m2!3d19.4282486!4d-99.2071693!16s%2Fg%2F11xn6d6fgc!19sChIJue9mNRAB0oURbFOHOvBB7Hc?authuser=0&hl=es-419&rclk=1","PENDING"
"Skin Institute Clínica Dermatológica","Ciudad de México","Sierra Mojada 405, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, México","525523210995","525523210995","https://skininstitute.com.mx/","https://www.google.com/maps/place/Skin+Institute+Cl%C3%ADnica+Dermatol%C3%B3gica/data=!4m7!3m6!1s0x85d20395627c2715:0xabfd3a1ba99e4871!8m2!3d19.4310828!4d-99.2123161!16s%2Fg%2F11v0v7wznw!19sChIJFSd8YpUD0oURcUieqRs6_as?authuser=0&hl=es-419&rclk=1","PENDING"
"Francisco Iglesias Salón & SPA Lomas","Ciudad de México","Monte Athos 189-C, Lomas - Virreyes, Lomas de Chapultepec IV Secc, Miguel Hidalgo, 11000 Ciudad de México, CDMX, México","525566509411","525566509411","https://www.franciscoiglesias.com.mx/","https://www.google.com/maps/place/Francisco+Iglesias+Sal%C3%B3n+%26+SPA+Lomas/data=!4m7!3m6!1s0x85d2021d3eff6e4f:0x1e6deaad132a504f!8m2!3d19.4206382!4d-99.2110616!16s%2Fg%2F11b7yn9x6n!19sChIJT27_Ph0C0oURT1AqE63qbR4?authuser=0&hl=es-419&rclk=1","PENDING"
"Silvia Galván Image Studio, Lomas","Ciudad de México","Monte Everest 625-Planta Alta, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, México","525547370133","525547370133","https://silviagalvan.com/","https://www.google.com/maps/place/Silvia+Galv%C3%A1n+Image+Studio,+Lomas/data=!4m7!3m6!1s0x85d201f30362c743:0xc1eda033232ecb36!8m2!3d19.4193827!4d-99.2154008!16s%2Fg%2F1tgkhmv_!19sChIJQ8diA_MB0oURNssuIzOg7cE?authuser=0&hl=es-419&rclk=1","PENDING"
"Barbería y Cuidado Personal MR. Yellow","Ciudad de México","Av Toluca 1151, San José del Olivar, Olivar de los Padres, Álvaro Obregón, 01780 Ciudad de México, CDMX, México","525558012459","525558012459","https://www.mrbarbershop.mx/","https://www.google.com/maps/place/Barber%C3%ADa+y+Cuidado+Personal+MR.+Yellow/data=!4m7!3m6!1s0x85d201b204aa459d:0x81f11bc56a4763f9!8m2!3d19.337742!4d-99.239616!16s%2Fg%2F11h3qp1ktd!19sChIJnUWqBLIB0oUR-WNHasUb8YE?authuser=0&hl=es-419&rclk=1","PENDING"
"Clinique D'Ozono","Ciudad de México","Jojutla 53-A, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX, México","525563051810","525563051810","http://cliniquedozono.com.mx/","https://www.google.com/maps/place/Clinique+D%27Ozono/data=!4m7!3m6!1s0x85d1ff438576c74b:0x5feb4fb40171bc35!8m2!3d19.413013!4d-99.175496!16s%2Fg%2F11ddxhqfm0!19sChIJS8d2hUP_0YURNbxxAbRP618?authuser=0&hl=es-419&rclk=1","PENDING"
"Illa Spa Narvarte","Ciudad de México","C. Pitágoras 405, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, México","525615140462","525615140462","","https://www.google.com/maps/place/Illa+Spa+Narvarte/data=!4m7!3m6!1s0x85d1ff636aa546d1:0x6a2988ee1be762b0!8m2!3d19.3955903!4d-99.1576843!16s%2Fg%2F11n3_hzyx_!19sChIJ0UalamP_0YURsGLnG-6IKWo?authuser=0&hl=es-419&rclk=1","PENDING"
".","Ciudad de México","Monterrey 405, Colonia del Valle, Benito Juárez, 03100 Ciudad de México, CDMX, México","525559064707","525559064707","","https://www.google.com/maps/place/data=!4m7!3m6!1s0x85d1ffb72cc1963b:0xa02dbba69f5cbf94!8m2!3d19.4022008!4d-99.1602533!16s%2Fg%2F11xmxwdbsm!19sChIJO5bBLLf_0YURlL9cn6a7LaA?authuser=0&hl=es-419&rclk=1","PENDING"
"Madala Clinique & SPA","Ciudad de México","Eje 5 Sur Avenida Eugenia 1456, Narvarte Poniente, Benito Juárez, 03020 CDMX, México","525561066492","525561066492","https://spamadala.com/","https://www.google.com/maps/place/Madala+Clinique+%26+SPA/data=!4m7!3m6!1s0x85d1ff7b5bf5937d:0xa5cbc2f319c0e3e7!8m2!3d19.3849336!4d-99.1550263!16s%2Fg%2F11q313v6p9!19sChIJfZP1W3v_0YUR5-PAGfPCy6U?authuser=0&hl=es-419&rclk=1","PENDING"
"Medicina estética dermapro wellness","Ciudad de México","Av. Cuauhtémoc 1233-consultorio 308, Sta Cruz Atoyac, Benito Juárez, 03310 Ciudad de México, CDMX, México","525539310857","525539310857","https://www.facebook.com/share/1DPH3oRAoS/","https://www.google.com/maps/place/Medicina+est%C3%A9tica+dermapro+wellness/data=!4m7!3m6!1s0x85d1ff001462b759:0x7455178722b0fa47!8m2!3d19.3734283!4d-99.1607971!16s%2Fg%2F11y_r5zk8c!19sChIJWbdiFAD_0YURR_qwIocXVXQ?authuser=0&hl=es-419&rclk=1","PENDING"
"Starbody Narvarte","Ciudad de México","Heriberto Frías 408, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, México","525652532528","525652532528","https://starbody.mx/","https://www.google.com/maps/place/Starbody+Narvarte/data=!4m7!3m6!1s0x85d1ffcccc6630ed:0x2c3e5bb8e737a54c!8m2!3d19.3957568!4d-99.1594883!16s%2Fg%2F11z6rd4j6_!19sChIJ7TBmzMz_0YURTKU357hbPiw?authuser=0&hl=es-419&rclk=1","PENDING"
"Flor da Pele Skin Center & Spa","Ciudad de México","Blvd. Palmas Hills 1-L1 piso 6 G-104, Interlomas, Valle de las Palmas, 52780 Naucalpan de Juárez, Méx., México","525518576087","525518576087","https://spaflordapele.com.mx/","https://www.google.com/maps/place/Flor+da+Pele+Skin+Center+%26+Spa/data=!4m7!3m6!1s0x85d201879d393f55:0x3249e18d57ab7254!8m2!3d19.3933965!4d-99.2817851!16s%2Fg%2F11j393frz6!19sChIJVT85nYcB0oURVHKrV43hSTI?authuser=0&hl=es-419&rclk=1","PENDING"
"delifemme Salón & Spa","Ciudad de México","Av. Jesus del Monte #2, Blvd. Paseo Interlomas Col, Hacienda de las Palmas, 52763 Ciudad de México, Méx., México","525552474924","525552474924","http://www.delifemme.com.mx/","https://www.google.com/maps/place/delifemme+Sal%C3%B3n+%26+Spa/data=!4m7!3m6!1s0x85d206dacd785fb1:0xaf6a27ba0edff095!8m2!3d19.3899023!4d-99.2917125!16s%2Fg%2F11b6xcb62d!19sChIJsV94zdoG0oURlfDfDronaq8?authuser=0&hl=es-419&rclk=1","PENDING"
"Ely berry studio","Ciudad de México","Espacio Interlomas, Av. Jesús del Monte 37, Jesus del Monte, 52764 Jesús del Monte, Méx., México","525591315225","525591315225","https://www.instagram.com/elyberrystudio/","https://www.google.com/maps/place/Ely+berry+studio/data=!4m7!3m6!1s0x85d207eb499ce1fb:0xf29e2d561386918e!8m2!3d19.3952547!4d-99.2891437!16s%2Fg%2F11jzxtkwk5!19sChIJ--GcSesH0oURjpGGE1YtnvI?authuser=0&hl=es-419&rclk=1","PENDING"
"Body Beauty Center","Ciudad de México","CENTRO COMERCIAL INTERLOMAS, ROOF GARDEN, SAN FERNANDO LA HERRADURA, 52767 INTERLOMAS, Méx., México","525552778576","525552778576","https://www.bbcmex.com/","https://www.google.com/maps/place/Body+Beauty+Center/data=!4m7!3m6!1s0x85d2013634a35289:0x55358e94753de4d4!8m2!3d19.4023736!4d-99.2701728!16s%2Fg%2F11b66dqcx5!19sChIJiVKjNDYB0oUR1OQ9dZSONVU?authuser=0&hl=es-419&rclk=1","PENDING"
"Divine Your Perfect - Interlomas","Ciudad de México","Vía Magna 39 Bosque de las Palmas, Naucalpan de Juárez CP 52787 Naucalpan de Juárez, 52786 Ciudad de México, Méx, 01000 Interlomas, CDMX, México","525634038084","525634038084","https://divinemx.com/","https://www.google.com/maps/place/Divine+Your+Perfect+-+Interlomas/data=!4m7!3m6!1s0x85d207469bcc4821:0x3ac2156f38635f5e!8m2!3d19.4018845!4d-99.2757504!16s%2Fg%2F11wwsn0568!19sChIJIUjMm0YH0oURXl9jOG8Vwjo?authuser=0&hl=es-419&rclk=1","PENDING"
"Kopay Interlomas","Ciudad de México","Blvd. Palmas Hills Manzana 002, Valle de las Palmas, 52787 Naucalpan de Juárez, Méx., México","525552060481","525552060481","http://www.kopay.com.mx/","https://www.google.com/maps/place/Kopay+Interlomas/data=!4m7!3m6!1s0x85d2072b25ab9d4f:0x117562b3dc7ea1b3!8m2!3d19.3932622!4d-99.2814915!16s%2Fg%2F11fp33q97k!19sChIJT52rJSsH0oURs6F-3LNidRE?authuser=0&hl=es-419&rclk=1","PENDING"
"Derma & Zen","Ciudad de México","Blvd. Magnocentro 26-L 105, La Herradura, 52760 Naucalpan de Juárez, Méx., México","525552916921","525552916921","https://derma-zen.com/","https://www.google.com/maps/place/Derma+%26+Zen/data=!4m7!3m6!1s0x85d201d8898b49c9:0x7b622ce70ada9773!8m2!3d19.4070064!4d-99.2720358!16s%2Fg%2F11rtcbnxz0!19sChIJyUmLidgB0oURc5faCucsYns?authuser=0&hl=es-419&rclk=1","PENDING"
