nombre,ciudad,pais,direccion,telefono,whatsapp,web,google_maps_url,estado
"Odontología “Simón Dental Studio”","Asunción","Paraguay","O’Higgins y, Asunción 001411, Paraguay","595985864906","595985864906","https://hopp.bio/simondentalstudio","https://www.google.com/maps/place/Odontolog%C3%ADa+%E2%80%9CSim%C3%B3n+Dental+Studio%E2%80%9D/data=!4m7!3m6!1s0x945da9bfb2f2e51b:0x57bdac6a1f15c3f!8m2!3d-25.2925166!4d-57.5763987!16s%2Fg%2F11mzng9v7m!19sChIJG-Xysr-pXZQRP1zxocbaewU?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"ODONTOS - Sucursal Shopping Villa Morra","Asunción","Paraguay","PC49+6V6, Av. Mariscal López &, Charles De Gaulle, Asunción, Paraguay","595214129000","595214129000","http://www.odontos.com.py/","https://www.google.com/maps/place/ODONTOS+-+Sucursal+Shopping+Villa+Morra/data=!4m7!3m6!1s0x945da899977f0f31:0x663807fe237a040b!8m2!3d-25.2944645!4d-57.5803582!16s%2Fg%2F11g88cm_0w!19sChIJMQ9_l5moXZQRCwR6I_4HOGY?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Odontología Dra. Natalia Prieto","Asunción","Paraguay","Del Maestro 525, Asunción 001411, Paraguay","595994156717","595994156717","https://odontologiaprieto.com.py/","https://www.google.com/maps/place/Odontolog%C3%ADa+Dra.+Natalia+Prieto/data=!4m7!3m6!1s0x945da9f0cbfc1275:0xa9c5689544620a7d!8m2!3d-25.2887039!4d-57.5854774!16s%2Fg%2F11ljvp0q39!19sChIJdRL8y_CpXZQRfQpiRJVoxak?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Odontología Dra. Lourdes Larroza","Asunción","Paraguay","PC59+C8M, Dr Weiss, Asunción 001411, Paraguay","595994889975","595994889975","","https://www.google.com/maps/place/Odontolog%C3%ADa+Dra.+Lourdes+Larroza/data=!4m7!3m6!1s0x945da9f71818d743:0x775c8f415ffed953!8m2!3d-25.2914125!4d-57.5816947!16s%2Fg%2F11vdkm91l5!19sChIJQ9cYGPepXZQRU9n-X0GPXHc?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Psicologa Rocio Aguiar","Asunción","Paraguay","Del Maestro esquina, Asunción 1849, Paraguay","595994355562","595994355562","https://www.instagram.com/rocioaguiarps?igsh=MTk4NTdnenE5OHJwaA==","https://www.google.com/maps/place/Psicologa+Rocio+Aguiar/data=!4m7!3m6!1s0x945da98a82334c0d:0x325e48573922c9be!8m2!3d-25.2924587!4d-57.576373!16s%2Fg%2F11wg7s75vn!19sChIJDUwzgoqpXZQRvskiOVdIXjI?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Enrique Delgado - Psicólogo Clínico","Asunción","Paraguay","Edif. Galenos, O’Higgins esq, Asunción 001410, Paraguay","595994712286","595994712286","","https://www.google.com/maps/place/Enrique+Delgado+-+Psic%C3%B3logo+Cl%C3%ADnico/data=!4m7!3m6!1s0x945da935d99e3893:0x53ddf2aecc4009b7!8m2!3d-25.292356!4d-57.5763082!16s%2Fg%2F11yl_1mt6n!19sChIJkzie2TWpXZQRtwlAzK7y3VM?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Consultorio Psicológico - Alicia Adinolffi","Asunción","Paraguay","PC5F+3FQ, General Bernardo O'Higgins, Asunción 001411, Paraguay","595984122275","595984122275","","https://www.google.com/maps/place/Consultorio+Psicol%C3%B3gico+-+Alicia+Adinolffi/data=!4m7!3m6!1s0x945da99177253387:0x92d265787fccf295!8m2!3d-25.2922833!4d-57.5762539!16s%2Fg%2F11rg75b7tb!19sChIJhzMld5GpXZQRlfLMf3hl0pI?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Consultorio psicológico Lic Perla Paranderi","Asunción","Paraguay","23 De Octubre &, Del Maestro, Asunción, Paraguay","595994286974","595994286974","","https://www.google.com/maps/place/Consultorio+psicol%C3%B3gico+Lic+Perla+Paranderi/data=!4m7!3m6!1s0x945da9139ca01eb3:0xfc1884026ce810b1!8m2!3d-25.2887302!4d-57.5877824!16s%2Fg%2F11rz4l07hh!19sChIJsx6gnBOpXZQRsRDobAKEGPw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Consultorio Clara Martínez Psicóloga","Asunción","Paraguay","Capitan Herminio Maldonado 1164 Casi, Asunción 001410, Paraguay","595972838522","595972838522","http://www.psicologiaconclara.com/","https://www.google.com/maps/place/Consultorio+Clara+Mart%C3%ADnez+Psic%C3%B3loga/data=!4m7!3m6!1s0x945da91dc8593b47:0x81dcd060eecdf304!8m2!3d-25.2890702!4d-57.5629315!16s%2Fg%2F11qgz3b9km!19sChIJRztZyB2pXZQRBPPN7mDQ3IE?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"NutriNatalia | Consultorio Nutrición","Asunción","Paraguay","Av. Bruno Guggiari 438, Asunción 110707, Paraguay","595994653555","595994653555","http://www.nutrinatalia.com/","https://www.google.com/maps/place/NutriNatalia+%7C+Consultorio+Nutrici%C3%B3n/data=!4m7!3m6!1s0x945da9001eae1cbd:0x47cfc1a32f7b956b!8m2!3d-25.3377375!4d-57.6222541!16s%2Fg%2F11yb8m_0f7!19sChIJvRyuHgCpXZQRa5V7L6PBz0c?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Joyful","Asunción","Paraguay","Av. Santísima Trinidad casi, Asunción 001528, Paraguay","595981496071","595981496071","https://joyful.com.py/","https://www.google.com/maps/place/Joyful/data=!4m7!3m6!1s0x945da879f2277c2d:0x2d9565ba222c5763!8m2!3d-25.265907!4d-57.5688206!16s%2Fg%2F11f5ddd1yd!19sChIJLXwn8nmoXZQRY1csIrpllS0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Carina Díaz Tortella Nutrition & Training","Asunción","Paraguay","Moisés Bertoni 2148, Asunción 001408, Paraguay","595981461867","595981461867","","https://www.google.com/maps/place/Carina+D%C3%ADaz+Tortella+Nutrition+%26+Training/data=!4m7!3m6!1s0x945da999370c4975:0xe220246e9f742e9d!8m2!3d-25.2946422!4d-57.5695178!16s%2Fg%2F11fwfv9jmm!19sChIJdUkMN5mpXZQRnS50n24kIOI?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Sandra Laconich","Asunción","Paraguay","Félix de Azara 2454, Asunción 001226, Paraguay","595991740366","595991740366","","https://www.google.com/maps/place/Sandra+Laconich/data=!4m7!3m6!1s0x945da9ff740f149b:0x1c906374a7fc8c7b!8m2!3d-25.2972376!4d-57.6129175!16s%2Fg%2F11px849f12!19sChIJmxQPdP-pXZQRe4z8p3RjkBw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Nutrición Nea","Asunción","Paraguay","Herminio Giménez 3382, Asunción 001230, Paraguay","595982538930","595982538930","","https://www.google.com/maps/place/Nutrici%C3%B3n+Nea/data=!4m7!3m6!1s0x945da9251646dc43:0x59a9bfdb89ca254a!8m2!3d-25.3023429!4d-57.6063413!16s%2Fg%2F11qpc5bv2x!19sChIJQ9xGFiWpXZQRSiXKidu_qVk?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"La Casita Consultorios","Asunción","Paraguay","Paraguay 1277, S2000 Rosario, Santa Fe","03364347697","03364347697","","https://www.google.com/maps/place/La+Casita+Consultorios/data=!4m7!3m6!1s0x95b7ab16f3940d53:0x78024041e6683153!8m2!3d-32.9514866!4d-60.6451595!16s%2Fg%2F11z1ss9l2t!19sChIJUw2U8xart5URUzFo5kFAAng?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Lic Teresita Martinez Psicóloga","Asunción","Paraguay","M9HR+C9Q, Madre Ravasco, Asunción 001312, Paraguay","595992249498","595992249498","","https://www.google.com/maps/place/Lic+Teresita+Martinez+Psic%C3%B3loga/data=!4m7!3m6!1s0x945da9000599672f:0xe5eb39271354a878!8m2!3d-25.3213817!4d-57.6090433!16s%2Fg%2F11yxy1qr0f!19sChIJL2eZBQCpXZQReKhUEyc56-U?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Psicóloga Manuela Zorraquin","Asunción","Paraguay","Alejandro Villamayor 2799, Asunción 001402, Paraguay","595981706060","595981706060","http://wa.me/ManuelaZorraquin","https://www.google.com/maps/place/Psic%C3%B3loga+Manuela+Zorraquin/data=!4m7!3m6!1s0x945da9fde376e15f:0x3235e5feeed47efa!8m2!3d-25.2866695!4d-57.5559743!16s%2Fg%2F11y886x50r!19sChIJX-F24_2pXZQR-n7U7v7lNTI?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Centro Especializado en Psicoterapia (CEP)","Asunción","Paraguay","PCRC+5GW, Av. Santísima Trinidad 2892 esquina, Asunción 001519, Paraguay","595981434275","595981434275","https://www.centroceppy.com/","https://www.google.com/maps/place/Centro+Especializado+en+Psicoterapia+%28CEP%29/data=!4m7!3m6!1s0x945da8adcaa80057:0x5bcefd0683189e6d!8m2!3d-25.259527!4d-57.5786627!16s%2Fg%2F11b708l4my!19sChIJVwCoyq2oXZQRbZ4Ygwb9zls?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Lic. Carolina Gauto","Asunción","Paraguay","Las carmelitas, Sta. Ana 1357, Asunción 001528, Paraguay","595994700434","595994700434","","https://www.google.com/maps/place/Lic.+Carolina+Gauto/data=!4m7!3m6!1s0x945da51c7dce723f:0xf06d076016ca251a!8m2!3d-25.2768623!4d-57.5709457!16s%2Fg%2F11rkldxd4b!19sChIJP3LOfRylXZQRGiXKFmAHbfA?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Clínica Inmune Gen","Ciudad del Este","Paraguay","Calle 5 y Avda. San Jose 7000 Ciudad del Este, 7000, Paraguay","595986868052","595986868052","","https://www.google.com/maps/place/Cl%C3%ADnica+Inmune+Gen/data=!4m7!3m6!1s0x94f68feda1b59e79:0x723f1784bf7a7f11!8m2!3d-25.5140565!4d-54.6499246!16s%2Fg%2F11fkmxnl9c!19sChIJeZ61oe2P9pQREX96v4QXP3I?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Nutricionista Clínica Deportiva -Lic Carmen Segovia","Ciudad del Este","Paraguay","Av. Policías Mártires de Curuguaty y, Cd. del Este 100163, Paraguay","595983586127","595983586127","","https://www.google.com/maps/place/Nutricionista+Cl%C3%ADnica+Deportiva+-Lic+Carmen+Segovia/data=!4m7!3m6!1s0x94f685005af94c8b:0x51192a7a5b44cbcd!8m2!3d-25.5242922!4d-54.6186716!16s%2Fg%2F11ldw7rg7s!19sChIJi0z5WgCF9pQRzctEW3oqGVE?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Nutri Palmira","Ciudad del Este","Paraguay","Los Troperos, Cd. del Este 700000, Paraguay","595983321844","595983321844","","https://www.google.com/maps/place/Nutri+Palmira/data=!4m7!3m6!1s0x94f68f392ba4c7c9:0x3e5848b3116b8112!8m2!3d-25.5227237!4d-54.638503!16s%2Fg%2F11z4yz3qkb!19sChIJycekKzmP9pQREoFrEbNIWD4?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Nutricionista Fátima Valiente","Ciudad del Este","Paraguay","Monday Nte. casi, Cd. del Este 100150, Paraguay","595986822883","595986822883","https://fatimavaliente.com/programa-diamond/","https://www.google.com/maps/place/Nutricionista+F%C3%A1tima+Valiente/data=!4m7!3m6!1s0x94f68fe32ed298d9:0xda1603fce7ecd35f!8m2!3d-25.533869!4d-54.629879!16s%2Fg%2F11vw_l91hy!19sChIJ2ZjSLuOP9pQRX9Ps5_wDFto?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Centro de Nutrición Especializada","Ciudad del Este","Paraguay","Cd. del Este 100148, Paraguay","595983500333","595983500333","https://www.instagram.com/centrodenutri_especializada?igsh=YnVsMGt0YTdqaWhy&utm_source=qr","https://www.google.com/maps/place/Centro+de+Nutrici%C3%B3n+Especializada/data=!4m7!3m6!1s0x94f685cfb9c6ae71:0xd4ec21343001c10!8m2!3d-25.5289258!4d-54.6160614!16s%2Fg%2F11vhsn6j21!19sChIJca7Guc-F9pQREBwAQxPCTg0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Jessica Mercado Nutricionista","Ciudad del Este","Paraguay","F8RF+JV4, Cd. del Este 100169, Paraguay","595982989139","595982989139","","https://www.google.com/maps/place/Jessica+Mercado+Nutricionista/data=!4m7!3m6!1s0x94f6851ac7ab62d5:0xffc5cdac6064cb9b!8m2!3d-25.5084975!4d-54.6753096!16s%2Fg%2F11h0vpwl3g!19sChIJ1WKrxxqF9pQRm8tkYKzNxf8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Clínica Odonto Care - Implantes y Estética Dental en CDE","Ciudad del Este","Paraguay","Av. San Blás, Cd. del Este 7000, Paraguay","595985340802","595985340802","https://odontocarepy.com/","https://www.google.com/maps/place/Cl%C3%ADnica+Odonto+Care+-+Implantes+y+Est%C3%A9tica+Dental+en+CDE/data=!4m7!3m6!1s0x94f68596260fb519:0xbde130dff62c11a!8m2!3d-25.509622!4d-54.6283303!16s%2Fg%2F11t4dzz6x1!19sChIJGbUPJpaF9pQRGsFi_w0T3gs?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"OdontoEsteticPY","Ciudad del Este","Paraguay","al lado del Consulado de Brasil, Eugenio A. Garay, Cd. del Este 100137, Paraguay","595973663386","595973663386","https://www.facebook.com/odontoesteticPY/","https://www.google.com/maps/place/OdontoEsteticPY/data=!4m7!3m6!1s0x94f68f165732bf73:0x904b28aba8f37400!8m2!3d-25.5140391!4d-54.6136503!16s%2Fg%2F11h07xqj5q!19sChIJc78yVxaP9pQRAHTzqKsoS5A?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"DENTAL CENTER ESPECIALIDADES ODONTOLÓGICAS","Ciudad del Este","Paraguay","F9HQ+4CR, Av. Gral. Andrés Rodríguez, Cd. del Este 100138, Paraguay","59561510502","59561510502","","https://www.google.com/maps/place/DENTAL+CENTER+ESPECIALIDADES+ODONTOL%C3%93GICAS/data=!4m7!3m6!1s0x94f68fe2d1d07e77:0xd3c670159a669c68!8m2!3d-25.5221466!4d-54.6114786!16s%2Fg%2F11c6q6lf45!19sChIJd37Q0eKP9pQRaJxmmhVwxtM?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Odontolatina CDE Boquerón","Ciudad del Este","Paraguay","Acá Carayá casi, Av. Rogelio Benitez 6, Cd. del Este, Paraguay","595973507435","595973507435","https://www.instagram.com/odontolatinacdeboqueron/","https://www.google.com/maps/place/Odontolatina+CDE+Boquer%C3%B3n/data=!4m7!3m6!1s0x94f68f7fa7b1e3a5:0xcfc2e60e716e7bd6!8m2!3d-25.5224641!4d-54.6221748!16s%2Fg%2F11p00264cf!19sChIJpeOxp3-P9pQR1ntucQ7mws8?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Odontolatina Ciudad Nueva","Ciudad del Este","Paraguay","Julio Cesar Riquelme, Cd. del Este 100167, Paraguay","595973575036","595973575036","http://www.odontolatina.com/","https://www.google.com/maps/place/Odontolatina+Ciudad+Nueva/data=!4m7!3m6!1s0x94f68505b3bb4f4b:0x6a286d6b448416cd!8m2!3d-25.4993886!4d-54.6664835!16s%2Fg%2F11ry9s79w6!19sChIJS0-7swWF9pQRzRaERGttKGo?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Consultorio Odontológico Unidental","Ciudad del Este","Paraguay","F97G+2W9, Cd. del Este 100149, Paraguay","595975827199","595975827199","","https://www.google.com/maps/place/Consultorio+Odontol%C3%B3gico+Unidental/data=!4m7!3m6!1s0x94f68fc2fc9212e1:0x122dd7ac211ac98!8m2!3d-25.5374566!4d-54.622644!16s%2Fg%2F11c55byrgx!19sChIJ4RKS_MKP9pQRmKwRwnrdIgE?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Psicóloga Adolfina Sánchez","Ciudad del Este","Paraguay","Edificio Los Yerbales, Av. del Lago esquina, Cd. del Este 7000, Paraguay","595973111056","595973111056","","https://www.google.com/maps/place/Psic%C3%B3loga+Adolfina+S%C3%A1nchez/data=!4m7!3m6!1s0x94f68fa9f5059859:0xf271d76a0b670842!8m2!3d-25.5178686!4d-54.6235856!16s%2Fg%2F11v9zlt886!19sChIJWZgF9amP9pQRQghnC2rXcfI?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Espacio Psique Consultorio Psicologico","Ciudad del Este","Paraguay","F9V2+V7P, Senador Long, Cd. del Este 100164, Paraguay","595992294273","595992294273","https://www.instagram.com/espaciopsique.consultorio?igsh=OXpjbm04aWU4Znc=","https://www.google.com/maps/place/Espacio+Psique+Consultorio+Psicologico/data=!4m7!3m6!1s0x94f6850011e772ed:0xfc655f363c93f116!8m2!3d-25.5049594!4d-54.6489562!16s%2Fg%2F11yvtz8z8_!19sChIJ7XLnEQCF9pQRFvGTPDZfZfw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Consultorio Psicológico - Lic Maria Paz Benitez Alderete","Ciudad del Este","Paraguay","Cd. del Este 100154, Paraguay","595993324379","595993324379","https://instagram.com/psicmariapazbeniteza?utm_medium=copy_link","https://www.google.com/maps/place/Consultorio+Psicol%C3%B3gico+-+Lic+Maria+Paz+Benitez+Alderete/data=!4m7!3m6!1s0x94f68f312461555f:0x5d59e1b883e1454b!8m2!3d-25.5265751!4d-54.6376247!16s%2Fg%2F11lfqfrtsc!19sChIJX1VhJDGP9pQRS0Xhg7jhWV0?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Clínica Sapiens","Ciudad del Este","Paraguay","Edificio Lago de los Patos, , Parana Country Club 2do, Cd. del Este, Paraguay","595974498812","595974498812","https://sapiensclinica.com/?fbclid=PAdGRleANTUsNleHRuA2FlbQIxMQABp92nvOeZcrPt4YEKgrTxWRgTQczjjkheEOdt3qPlN1PnIikbjOdv0QE3Nfw3_aem_S7Km6jL7DsneRBztA9adTw#somos","https://www.google.com/maps/place/Cl%C3%ADnica+Sapiens/data=!4m7!3m6!1s0x94f685441ae7d037:0xbc46e5fd6bf6c8c3!8m2!3d-25.4766379!4d-54.6189778!16s%2Fg%2F11ykvtwdt6!19sChIJN9DnGkSF9pQRw8j2a_3lRrw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Sensorium","Ciudad del Este","Paraguay","Av. del Lago, Cd. del Este 100152, Paraguay","595976501343","595976501343","http://www.instagram.com/sensoriumclinica/?hl=es-la","https://www.google.com/maps/place/Sensorium/data=!4m7!3m6!1s0x94f68fa900248711:0xc44b8e477e0cd42a!8m2!3d-25.5202049!4d-54.6247957!16s%2Fg%2F11fplz0y0k!19sChIJEYckAKmP9pQRKtQMfkeOS8Q?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
"Psicolife- Centro de Psicología y Psicopedagogia","Ciudad del Este","Paraguay","000 Ciudad del Este, 0000, Paraguay","595985948325","595985948325","","https://www.google.com/maps/place/Psicolife-+Centro+de+Psicolog%C3%ADa+y+Psicopedagogia/data=!4m7!3m6!1s0x94f6850b04e982a3:0xdcc8869465a76cd8!8m2!3d-25.518396!4d-54.6506458!16s%2Fg%2F11p0bm70by!19sChIJo4LpBAuF9pQR2GynZZSGyNw?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1","PENDING"
